Course,Section,classtype,Title,Dept,Half,AV Requirements,Instructors,Anticipated Enrollment,Respect Room,Respect Time,Days 1,Start Time 1,End Time 1,Room 1,Days 2,Start Time 2,End Time 2,Room 2,Days 3,Start Time 3,End Time 3,Room 3
15.871,C,Lecture,Introduction to System Dynamics,Sys Dyn,H1,,N. Repenning,65,Y,Y,"M, W",1:00 PM,2:30 PM,E62-223,,,,,,,,
15.871,C-rec,Recitation,Introduction to System Dynamics,Sys Dyn,H1,,N. Repenning,65,Y,Y,F,8:30 AM,10:00 AM,E51-335,,,,,,,,
15.871,D,Lecture,Introduction to System Dynamics,Sys Dyn,H1,,N. Repenning,65,Y,Y,"M, W",10:00 AM,11:30 AM,E62-223,,,,,,,,
15.871,D-rec,Recitation,Introduction to System Dynamics,Sys Dyn,H1,,N. Repenning,65,Y,Y,F,2:30 PM,4:00 PM,E51-335,,,,,,,,
15.872,A,Lecture,System Dynamics II,Sys Dyn,H2,,J. Sterman,85,Y,Y,"M, W",1:00 PM,2:30 PM,E62-262,,,,,,,,
15.872,A-rec,Recitation,System Dynamics II ,Sys Dyn,H2,,J. Sterman,85,Y,Y,F,2:30 PM,4:00 PM,E51-335,,,,,,,,
15.872,B,Lecture,System Dynamics II ,Sys Dyn,H2,,J. Sterman,85,Y,Y,"M, W",10:00 AM,11:30 AM,E62-276,,,,,,,,
15.872,B-rec,Recitation,System Dynamics II,Sys Dyn,H2,,J. Sterman,85,,,F,10:00 AM,11:30 AM,E51-335,,,,,,,,
15.877,,Lecture,Prof. Sem in Sustainability,Sys Dyn,,Tier ,J. Jay,30,,,T,4:00 PM,6:00 PM,E62-262,,,,,,,,
15.9,A,Lecture,"Competitive Strategy (cohorts D, E & F)",TIES,,Tier ,"S. Stern, E. Zuckerman Sivan",85,Y,Y,"M, W",8:30 AM,10:00 AM,E51-325,,,,,,,,
15.9,B,Lecture,"Competitive Strategy (cohorts A, B & C)",TIES,,Tier ,"S. Stern, E. Zuckerman Sivan",85,Y,Y,"M, W",10:00 AM,11:30 AM,E51-325,,,,,,,,
15.902,A,Lecture,Spec Sem in Mgmt: Competitive Strategy,TIES,H2,,E. Zuckerman Sivan,65,,,"M, W",8:30 AM,10:00 AM,E51-345,,,,,,,,
15.902,B,Lecture,Spec Sem in Mgmt: Competitive Strategy,TIES,H2,,E. Zuckerman Sivan,65,,,"M, W",10:00 AM,11:30 AM,E51-345,,,,,,,,
15.903,,Lecture,Managing the Modern Organization: Organizational Economics and Corporate Strategy ,TIES,H1,Tier ,R. Gibbons,45,,,"T, Th",10:00 AM,11:30 AM,E51-145,,,,,,,,
15.904,,Lecture, Advanced Strategic Management,TIES,H2,Tier ,M. Cusumano,80,,,"T, Th",10:00 AM,11:30 AM,E62-223,,,,,,,,
15.933,,Lecture,Strategic Opportunities in Energy ,TIES,H1,,H. Weil,80,,,Th,4:00 PM,7:00 PM,E62-223,,,,,,,,
15.A03,,Lecture,Operations research can be fun,,,,S. Graves,30,,,M,3:00 PM,5:00 PM,E51-145,,,,,,,,
15.S01,A,Lecture,Spec Sem in Mgmt: Career Core,,,,S. Kline,67,Y,Y,F,8:00 AM,12:00 PM,E51-149,,,,,,,,
15.S01,B,Lecture,Spec Sem in Mgmt: Career Core,,,,S. Kline,67,Y,Y,F,8:00 AM,12:00 PM,E51-315,,,,,,,,
15.S01,C,Lecture,Spec Sem in Mgmt: Career Core,,,,S. Kline,67,Y,Y,F,8:00 AM,12:00 PM,E51-315,,,,,,,,
15.S01,D,Lecture,Spec Sem in Mgmt: Career Core,,,,S. Kline,67,Y,Y,F,8:00 AM,12:00 PM,E51-325,,,,,,,,
15.S01,E,Lecture,Spec Sem in Mgmt: Career Core,,,,S. Kline,67,Y,Y,F,8:00 AM,12:00 PM,E51-345,,,,,,,,
15.S01,F,Lecture,Spec Sem in Mgmt: Career Core,,,,S. Kline,67,Y,Y,F,8:00 AM,12:00 PM,E51-395,,,,,,,,
15.S04,,Lecture,SSIM: Global Accounting Issues,ACCT,H1,,C. Noe,50,,,"T, Th",10:00 AM,11:30 AM,,"T, Th",2:30 PM,4:00 PM,,"T, Th",8:30 AM,10:00 AM,
15.S05,,Lecture,SSIM: Regional Entrepreurial Acc Lab,,,,F. Murray,35,,,Th,4:00 PM,6:00 PM,E51-151,,,,,,,,
15.S09,,Lecture,Spec Sem in Mgmt: Improvisational Leadership: In the Moment Leadership Skills ,Org Stud,H2,"Flat, video projector",D. Giardella,30,,,T,4:00 PM,7:00 PM,E62-233,,,,,,,,
15.S10,,Lecture,Executing Strategy in Volatile Markets,TIES,,,D. Sull,60,,,T,2:30 PM,5:30 PM,E51-145,T ,4:00 PM,7:00 PM,E51-149,,,,
15.S16,,Lecture,Spec Sem in Mgmt: Tax Research Seminar,ACCT,,,M. Hanlon,14,,,T,1:00 PM,4:00 PM,E51-393,,,,,,,,
15.S25,,Lecture,Spec Sem in Mgmt: Leadership & Ethics ,Org Stud,,Tier ,V. Erdekian,40,,,W,4:00 PM,5:30 PM,E51-151,,,,,,,,
15.S22,A,Lecture,Spec Sem in Mgmt: Practical Leadership ,Org Stud,H1,,P. Bentley,11,Y,Y,W,4:00 PM,7:00 PM,E62-221,,,,,,,,
15.S22,B,Lecture,Spec Sem in Mgmt: Practical Leadership ,Org Stud,H2,,P. Bentley,11,Y,Y,Th,4:00 PM,7:00 PM,E62-221,,,,,,,,
15.S23,,Lecture,Spec Sem in Mgmt: U-Lab: Leading Profound Innovation for Sustainability,Org Stud,H1,"Flat, video projector",O. Scharmer,60,,,Th,5:00 PM,8:30 PM,E62-233,,,,,,,,
15.Sxx,,Lecture,Jason Jay,TIES,,,J. Jay,35,,,F,8:30 AM,11:30 AM,E62-221,,,,,,,,
15.ESD1,,Lecture,,,,,,1,Y,Y,F,8:00 AM,8:00 PM,E62-223,,,,,,,,
15.ESD2,,Lecture,,,,,,1,Y,Y,F,8:00 AM,8:00 PM,E62-250,,,,,,,,
15.ESD3,,Lecture,,,,,,1,Y,Y,F,8:00 AM,8:00 PM,E62-262,,,,,,,,
15.ESD4,,Lecture,,,,,,1,Y,Y,F,8:00 AM,8:00 PM,E62-276,,,,,,,,
HST.96,,,,,,,,1,Y,Y,M,6:00 PM,9:00 PM,E51-057,,,,,,,,
ESD.251,,,,,,,,1,Y,Y,"T, Th",10:00 AM,11:30 AM,E51-057,,,,,,,,
ESD.87,,,,,,,,1,Y,Y,"T, Th",1:00 PM,2:30 PM,E51-057,,,,,,,,
1.801,,,,,,,,1,Y,Y,"T, Th",3:30 PM,5:00 PM,E51-057,,,,,,,,
14.04,,Recitation,,,,,,1,Y,Y,F,10:00 AM,11:00 AM,E51-057,,,,,,,,
14.21,,Recitation,,,,,,1,Y,Y,F,1:00 PM,2:30 PM,E51-057,,,,,,,,
STS.072,,,,,,,,1,Y,Y,"M, W",11:00 AM,2:00 PM,E51-061,,,,,,,,
17.468,,,,,,,,1,Y,Y,Th,10:30 AM,12:30 PM,E51-061,,,,,,,,
STS.043,,,,,,,,1,Y,Y,T,1:00 PM,5:00 PM,E51-061,,,,,,,,
14.26,,Recitation,,,,,,1,Y,Y,F ,3:00 PM,4:00 PM,E51-061,,,,,,,,
14.12,A,,,,,,,1,Y,Y,F,10:00 AM,3:00 PM,E51-063,,,,,,,,
14.27,,,,,,,,1,Y,Y,F,11:00 AM,5:00 PM,E51-085,,,,,,,,
14.121,,,,,,,,1,Y,Y,"M, W",1:00 PM,2:30 PM,E51-145,,,,,,,,
14.381,,,,,,,,1,Y,Y,"M, W",4:00 PM,5:30 PM,E51-145,,,,,,,,
14.41,,,,,,,,1,Y,Y,"M, W",1:00 PM,2:30 PM,E51-151,,,,,,,,
14.391,A,,,,,,,1,Y,Y,"M, W",4:00 PM,5:30 PM,E51-151,,,,,,,,
14.451,,,,,,,,1,Y,Y,"M, W",1:00 PM,4:00 PM,E51-151,,,,,,,,
14.391,,Recitation,,,,,,1,Y,Y,Th,4:00 PM,5:30 PM,E51-151,,,,,,,,
14.452,,Recitation,,,,,,1,Y,Y,F,2:30 PM,4:00 PM,E51-151,,,,,,,,
14.271,,,,,,,,1,Y,Y,"M, W",9:00 AM,12:00 PM,E51-361,,,,,,,,
14.32,,,,,,,,1,Y,Y,"M, W",1:00 PM,4:00 PM,E51-361,,,,,,,,
14.271,,Recitation,,,,,,1,Y,Y,F,10:30 AM,2:00 PM,E51-361,,,,,,,,
14.461,,Recitation,,,,,,1,Y,Y,F,2:30 PM,5:00 PM,E51-361,,,,,,,,
14.771,,,,,,,,1,Y,Y,"M, W",10:30 AM,12:00 PM,E51-372,,,,,,,,
14.384,,,,,,,,1,Y,Y,"M, W",1:00 PM,2:30 PM,E51-372,,,,,,,,
14.19,,,,,,,,1,Y,Y,"T, Th",9:00 AM,10:30 AM,E51-372,,,,,,,,
14.661,,,,,,,,1,Y,Y,"T, Th",10:30 AM,12:00 PM,E51-372,,,,,,,,
14.3,,Recitation,,,,,,1,Y,Y,F,9:00 AM,10:00 AM,E51-372,,,,,,,,
14.661,,Recitation,,,,,,1,Y,Y,F,10:30 AM,12:00 PM,E51-385,,,,,,,,
14.461,,,,,,,,1,Y,Y,"M, W",9:00 AM,12:00 PM,E51-376,,,,,,,,
ESD.124,,,,,,,,1,Y,Y,"T, Th",2:30 PM,4:00 PM,E51-376,,,,,,,,
17.869,,,,,,,,1,Y,Y,W,3:00 PM,5:00 PM,E51-385,,,,,,,,
17.504,,,,,,,,1,Y,Y,T,11:00 AM,1:00 PM,E51-385,,,,,,,,
17.428,,,,,,,,1,Y,Y,T,3:00 PM,5:00 PM,E51-385,,,,,,,,
17.154,,,,,,,,1,Y,Y,W,10:00 AM,12:00 PM,E51-390,,,,,,,,
14.582,,Recitation,,,,,,1,Y,Y,W,12:00 PM,1:00 PM,E51-390,,,,,,,,
14.26,,,,,,,,1,Y,Y,"M, W",2:30 PM,4:00 PM,E51-390,,,,,,,,
14.147,,,,,,,,1,Y,Y,W,4:00 PM,7:00 PM,E51-390,,,,,,,,
14.582,,,,,,,,1,Y,Y,"T, Th",10:30 AM,12:00 PM,E51-390,,,,,,,,
14.771,,Recitation,,,,,,1,Y,Y,"T, Th",12:00 PM,1:00 PM,E51-390,,,,,,,,
ESD.120,,,,,,,,1,Y,Y,T,1:00 PM,4:00 PM,E51-390,,,,,,,,
17.S593,,,,,,,,1,Y,Y,Th,1:00 PM,2:30 PM,E51-390,,,,,,,,
14.77,,Recitation,,,,,,1,Y,Y,F,10:30 AM,12:00 PM,E51-390,,,,,,,,
STS.250,,,,,,,,1,Y,Y,W,1:00 PM,4:00 PM,E51-393,,,,,,,,
14.3,,,,,,,,1,Y,Y,"M, W",10:30 AM,12:00 PM,E51-395,,,,,,,,
14.391,B,,,,,,,1,Y,Y,M,5:30 PM,7:00 PM,E51-395,,,,,,,,
14.04,,,,,,,,1,Y,Y,"T, Th",9:00 AM,10:30 AM,E51-395,,,,,,,,
14.77,,,,,,,,1,Y,Y,"T, Th",10:30 AM,12:00 PM,E51-395,,,,,,,,
14.12,B,,,,,,,1,Y,Y,"T, Th",2:30 PM,4:00 PM,E51-395,,,,,,,,
ESD.865,,,,,,,,1,Y,Y,"M, W",11:00 AM,12:30 PM,E52-175,,,,,,,,
